original_language,original_title,overview,popularity,release_date,vote_average,vote_count,movie,year,status
en,Runaway Daughters,"Three teenagers with troubled families are unable to adjust at home and in high-school. Tempted with an easy, carefree life they soon pass from misdemeanors into serious crime - and will suffer for it. Sometimes, repentance comes too late.",0.708,1956-01-20,5.25,2.0,Runaway Daughters,1956,original
en,Sabrina,"Linus and David Larrabee are the two sons of a very wealthy family. Linus is all work – busily running the family corporate empire, he has no time for a wife and family. David is all play – technically he is employed by the family business, but never shows up for work, spends all his time entertaining, and has been married and divorced three times. Meanwhile, Sabrina Fairchild is the young, shy, and awkward daughter of the household chauffeur, who goes away to Paris for two years, and returns to capture David's attention, while falling in love with Linus.",14.831,1954-09-10,7.527,1087.0,Sabrina,1954,original
en,Sahara,"Sergeant Joe Gunn and his tank crew pick up five British soldiers, a Frenchman and a Sudanese man with an Italian prisoner crossing the Libyan Desert to rejoin their command after the fall of Tobruk. Tambul, the Sudanese leads them to an abandoned desert fortress where they hope to find water. Soon a detachment of German soldiers arrives and attempts to barter food for water, but Gunn and his followers refuse. When the Germans attack, Gunn leads his desert-weary men in a desperate battle, hoping that British reinforcements can arrive in time.",7.28,1943-09-22,7.261,109.0,Sahara,1943,original
en,Satan's School for Girls,"Satan's School for Girls is set within the grim walls of Fallbridge College for Girls. Hoping to learn the truth behind the ""suicide"" of her younger sister, Beth Hammersmith enrolls in Fallbridge under the assumed name of Karen Oxford. Our heroine soon learns that the school is in the clutches of a coven of witches called ""The Five"" -- and that she herself has the right satanic qualities to enable The Five to take over the world",5.069,1973-09-19,5.4,30.0,Satan's School for Girls,1973,original
ko,과속스캔들,"Former teen idol Nam Hyeon-soo is now in his thirties and working as a radio DJ. One day a young woman named Jeong-nam shows up and claims to be his own daughter. She also has a son whom she claims to be Hyeon-soo's grandson. Their relation is proven via DNA tests by Hyeon-soo's brother. This leads to Hyeon-soo attempting to avoid a scandal concerning him having children ""unknown"" to the media.",6.029,2008-12-03,7.175,80.0,Scandal Makers,2008,original
en,Scarface,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio ""Tony"" Camonte, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",21.752,1932-04-09,7.478,505.0,Scarface,1932,original
en,School for Scoundrels,"Hapless Henry Palfrey is patronised by his self-important chief clerk at work, ignored by restaurant waiters, conned by shady second-hand car salesmen, and, worst of all, endlessly wrong-footed by unspeakably rotten cad Raymond Delauney who has set his cap at April, new love of Palfrey's life. In desperation Henry enrolls at the College of Lifemanship to learn how to best such bounders and win the girl.",4.269,1960-03-24,6.9,47.0,School for Scoundrels,1960,original
en,Scooby-Doo,"Join the Mystery Inc. gang as they take on their biggest challenge yet! When they're invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",44.642,2002-06-14,6.054,3952.0,Scooby-Doo,2002,original
en,The Secret Life of Walter Mitty,"Walter Mitty, a daydreaming writer with an overprotective mother, likes to imagine that he is a hero who experiences fantastic adventures. His dream becomes reality when he accidentally meets a mysterious woman who hands him a little black book. According to her, it contains the locations of the Dutch crown jewels hidden since World War II. Soon, Mitty finds himself in the middle of a confusing conspiracy, where he has difficulty differentiating between fact and fiction.",6.277,1947-09-01,6.782,103.0,The Secret Life of Walter Mitty,1947,original
es,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,12.46,2009-08-13,7.997,2214.0,The Secret in Their Eyes,2009,original
en,Sentimental Journey,"An actress becomes taken with Hitty, a young orphan prone to dreaming. Julie soon finds out that she is ill and has only a short time to live. She decides to adopt the child so that her husband Bill will not be alone when she dies. Unfortunately, Bill is not charmed by Hitty.",1.4,1946-03-06,6.5,3.0,Sentimental Journey,1946,original
en,Seven Chances,"Struggling stockbroker Jimmie Shannon learns that, if he gets married by 7 p.m. on his 27th birthday -- which is today -- he'll inherit $7 million from an eccentric relative.",6.939,1925-03-15,7.614,220.0,Seven Chances,1925,original
ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.",23.933,1954-04-26,8.46,3049.0,Seven Samurai,1954,original
en,Shadow of a Doubt,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.",9.412,1943-01-15,7.521,870.0,Shadow of a Doubt,1943,original
en,The Shaggy Dog,"Through an ancient spell, a boy changes into a sheepdog and back again. It seems to happen at inopportune times and the spell can only be broken by an act of bravery....",7.061,1959-03-19,6.156,64.0,The Shaggy Dog,1959,original
ja,Shall We ダンス?,"A bored Japanese accountant sees a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves ballroom dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",6.908,1996-01-27,7.269,121.0,Shall We Dance?,1996,original
en,Shame,"Hardened prosecutor Asta Cadell leaves home for a road trip down the coast of Australia. But Cadell's relaxing ride turns tense when her motorcycle malfunctions and she makes a pit stop in a remote town. Cadell meets teen Elizabeth Curtis, who confides that she has just been raped, and Cadell helps the young woman report the crime to the authorities. When police corruption stands in the way of justice, she takes matters into her own hands.",0.719,1988-02-26,5.6,15.0,Shame,1988,original
en,Shanghai Express,A beautiful temptress re-kindles an old romance while trying to escape her past during a tension-packed train journey.,6.018,1932-02-12,6.939,157.0,Shanghai Express,1932,original
te,శివ,"Siva is a new student in the community college. He is welcomed by a group of collegians, including the lovely Asha, to whom Shiva is instantly attracted. Shiva notices that there is violence within the college, perpetrated by people who are not even students. When he decides to find out their motives, he is met with violence, and threats. Now Shiva must decide to stand up for his college, or just carry on studying, finish college, and move on and get to on job.",1.746,1989-10-05,5.882,17.0,Shiva,1989,original
hi,शोले,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",9.972,1975-08-15,7.0,224.0,Sholay,1975,original
en,The Shop Around the Corner,"Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",20.221,1940-01-12,8.301,607.0,The Shop Around the Corner,1940,original
en,Sideways,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",10.172,2004-10-22,7.079,1412.0,Sideways,2004,original
tl,Sigaw,"After moving into his new digs a ratty apartment in a decrepit building Marvin senses that something is amiss. Every night, domestic violence occurs at the home of his neighbors: an alcoholic cop, his wife, Anna, and their daughter, Lara. When bloody apparitions of Anna and Lara flash before Marvin's eyes, he begins to question his sanity in this atmospheric horror film.",0.78,2004-12-25,5.6,12.0,Sigaw,2004,original
en,Sisters,"Inquisitive journalist Grace Collier is horrified when she witnesses her neighbor, fashion model Danielle Breton, violently murder a man. Panicking, she calls the police. But when the detective arrives at the scene and finds nothing amiss, Grace is forced to take matters into her own hands. Her first move is to recruit private investigator Joseph Larch, who helps her to uncover a secret about Danielle's past that has them both seeing double.",7.849,1973-03-26,6.71,312.0,Sisters,1973,original
